Russo-Swedish War,1656,1661,,AD
Battle of Warsaw,1656,1656,,AD
Siege of Riga 1656,1656,1656,,AD
Siege of Riga,1656,1656,,AD
Battle of Prostki,1656,1656,,AD
Battle of Filipów,1656,1656,,AD
Battle of Chojnice,1656,1656,,AD
Dano-Swedish War,1657,1658,,AD
Action of 17 July 1657,1657,1657,,AD
Dutch–Swedish War,1658,1660,,AD
Battle of Werki,1658,,,AD
Dano-Swedish War,1658,1660,,AD
Battle of the Dunes,1658,1658,,AD
Battle of the Sound,1658,1658,,AD
Battle of Kolding,1658,1658,,AD
Imperial Maratha Conquests,1659,,,AD
French conquest of Senegal,1659,1660,,AD
Battle of the Lines of Elvas,1659,1659,,AD
Battle of Myadel,1659,,,AD
The assault on Copenhagen,1659,1659,,AD
The Ruin,1659,1686,,AD
Battle of Konotop,1659,1659,,AD
Esopus Wars,1659,1663,,AD
Battle of Pratapgarh,1659,1659,,AD
Battle of Kolhapur,1659,,,AD
Battle of Long Sault,1660,,,AD
Battle of Połonka,1660,,,AD
Battle of Pavan Khind,1660,,,AD
Battle of Lubar,1660,,,AD
Battle of Basia,1660,1660,,AD
Battle of Słobodyszcze,1660,,,AD
Battle of Chudniv,1660,,,AD
Siege of Fort Zeelandia,1661,1662,,AD
Battle of Kushliki,1661,1661,,AD
Great Turkish War,1662,1699,,AD
Battle of Ameixial,1663,1663,7000,AD
Battle of Surat,1664,,,AD
Battle of Castel Rodrigo,1664,1664,,AD
Battle of Levice,1664,,,AD
Battle of Saint Gotthard,1664,,,AD
Action of March 1665,1665,,,AD
Second Anglo-Dutch War,1665,1667,,AD
Battle of Lowestoft,1665,1665,,AD
Battle of Montes Claros,1665,,4000,AD
Battle of Vågen,1665,1665,,AD
Stand-off at the Fords of Arkaig,1665,1665,,AD
Battle of Mbwila,1665,1665,,AD
Four Days Battle,1666,1666,,AD
St. James's Day Battle,1666,1666,,AD
Battle of Rullion Green,1666,1666,,AD
War of Devolution,1667,1668,,AD
Raid on the Medway,1667,1667,,AD
Siege of Lille,1667,1667,,AD
Battle of Podhajce,1667,,,AD
Battle of Sinhagad,1670,,,AD
Battle of Mbidizi River,1670,1670,,AD
Battle of Kitombo,1670,1670,,AD
Battle of Saraighat,1671,,,AD
Third Anglo-Dutch War,1672,1674,,AD
Franco-Dutch War,1672,1678,,AD
Polish–Ottoman War,1672,1676,,AD
Battle of Solebay,1672,1672,,AD
Siege of Groenlo,1672,,,AD
Siege of Groningen,1672,1672,,AD
Revolt of the Three Feudatories,1673,1681,,AD
Battle of Schooneveld,1673,1673,,AD
Siege of Maastricht,1673,1673,,AD
Battle of Texel,1673,1673,,AD
Siege of Bonn,1673,,,AD
Battle of Khotyn,1673,,,AD
Scanian War,1674,1679,,AD
Battle of Seneffe,1674,,,AD
Battle of Turckeim,1675,1675,,AD
King Philip's War,1675,1676,,AD
Battle of Fehrbellin,1675,1675,,AD
Battle of Salzbach,1675,1675,,AD
Battle of Konzer Brucke,1675,,,AD
Battle of Lwów,1675,,,AD
Battle of Stromboli,1676,1676,,AD
Battle of Agosta,1676,1676,,AD
Battle of Bornholm,1676,1676,,AD
Battle of Öland,1676,1676,,AD
Battle of Palermo,1676,1676,,AD
Battle of Halmstad,1676,1676,,AD
Siege of Valenciennes,1676,1677,,AD
Battle of Lund,1676,1676,,AD
Conquest of Jemtland,1677,,,AD
Battle of Cassel,1677,1677,,AD
Action of 31 May 1677,1677,1677,,AD
Battle of Malmö,1677,1677,,AD
Battle of Køge Bay,1677,1677,,AD
Battle of Marstrand,1677,1677,,AD
Battle of Landskrona,1677,1677,,AD
Battle of Uddevalla,1677,1677,,AD
The Great Sleigh Drive,1678,,,AD
Battle of Saint-Denis,1678,1678,,AD
Battle of Stralsund,1678,,,AD
Battle of Drumclog,1679,1679,,AD
Battle of Bothwell Brig,1679,1679,,AD
Battle of Altimarlech,1680,1680,,AD
Pueblo Revolt,1680,1680,,AD
Battle of Penghu,1683,1683,,AD
Polish–Ottoman War,1683,1699,,AD
Battle of Vienna,1683,,,AD
Battle of Párkány,1683,1683,,AD
War of the Reunions,1683,1684,,AD
Morean War,1684,1699,,AD
Battle of Sedgemoor,1685,1685,,AD
"Russo-Turkish War, 1686-1700",1686,1700,,AD
Battle of Buda,1686,1686,,AD
Battle of Mohács,1687,1687,,AD
Siege of Athens,1687,1687,,AD
Jacobite rising,1688,1746,,AD
War of the Grand Alliance,1688,1697,,AD
Siege of Belgrade,1688,1688,,AD
Siege of Bangkok,1688,1688,,AD
Battle of Mulroy,1688,1688,,AD
Battle of Bhangani,1688,1688,,AD
War of the Grand Alliance,1688,1697,,AD
Battle of Reading,1688,1688,,AD
King William's War,1689,,,AD
Siege of Derry,1689,,,AD
Second Hundred Years' War,1689,1815,,AD
Battle of Port Royal,1689,,,AD
Williamite war in Ireland,1689,1691,,AD
Break of Dromore,1689,1689,,AD
Battle of Bantry Bay,1689,1689,,AD
Battle of Killiecrankie,1689,1689,,AD
Battle of Newtownbutler,1689,1689,,AD
Lachine massacre,1689,1689,,AD
Battle of Dunkeld,1689,1689,,AD
Battle of Walcourt,1689,,,AD
Karposh's Rebellion,1689,1689,,AD
Battle of the Boyne,1690,,,AD
Schenectady massacre,1690,,,AD
Siege of Cork,1690,,,AD
Battle of Cromdale,1690,1690,,AD
Battle of Port Royal (1690),1690,1690,,AD
Battle of Fleurus,1690,,,AD
Battle of Beachy Head,1690,1690,900,AD
Siege of Limerick,1690,1690,,AD
Battle of Staffarda,1690,,,AD
Action of 8 September 1690,1690,1690,,AD
Battle of Quebec,1690,,,AD
Siege of Mons,1691,1691,,AD
Battle of Nadaun,1691,1691,,AD
Siege of Athlone,1691,1691,,AD
Siege of Cuneo,1691,1691,,AD
Battle of Aughrim,1691,1691,,AD
Siege of Limerick,1691,1691,,AD
Battle of La Prairie,1691,1691,,AD
Battle of Slankamen,1691,,,AD
Battle of Leuze,1691,,,AD
Massacre of Glencoe,1692,,,AD
Siege of Namur,1692,1692,,AD
Battles of Barfleur and La Hougue,1692,1692,,AD
Battle of Barfleur,1692,1692,,AD
Action at Cherbourg,1692,1692,,AD
Action at La Hogue,1692,1692,,AD
Battle of Steenkerque,1692,,,AD
Battle of Lagos,1693,1693,,AD
Battle of Landen,1693,,,AD
Battle of Marsaglia,1693,,,AD
Battle of Torroella,1694,,,AD
Battle of Camaret,1694,1694,,AD
Action of 29 June 1694,1694,,,AD
Action of 9 February 1695,1695,1695,,AD
Siege of Namur,1695,,,AD
Bombardment of Brussels,1695,,,AD
Action 1 of 1696,1696,,,AD
Action of 22 August 1696,1696,1696,,AD
Raid on Cartagena,1697,,,AD
Action of 6 July 1697,1697,1697,,AD
Battle of Hudson's Bay,1697,1697,,AD
Battle of Zenta,1697,,,AD
Battle of Podhajce,1698,1698,,AD
Action of 20 September 1698,1698,1698,,AD
Great Northern War,1700,1721,,AD
Battle of Narva,1700,1700,,AD
War of the Spanish Succession,1701,1714,,AD
Battle of Feyiase,1701,1701,,AD
First Battle of Anandpur,1701,1701,,AD
Second Battle of Anandpur,1701,1704,,AD
Battle of Carpi,1701,1701,,AD
Crossing of Daugava,1701,1701,,AD
Battle of Chiari,1701,,,AD
Battle of Erastfer,1701,1701,,AD
Queen Anne's War,1702,1713,,AD
Battle of Friedlingen,1702,1702,,AD
Raid on Newfoundland,1702,,,AD
Battle of Cremona,1702,1702,,AD
Battle of Kliszów,1702,1702,,AD
Battle of Hummelshof,1702,,,AD
Battle of Cádiz,1702,1702,,AD
Battle of Luzzara,1702,1702,,AD
Action of August 1702,1702,1702,,AD
Battle of Vigo Bay,1702,1702,,AD
Siege of St. Augustine,1702,,,AD
Battle of Pułtusk,1703,1703,,AD
Battle of Cap de la Roque,1703,1703,,AD
Battle of Ekeren,1703,1703,,AD
Battle of Höchstädt,1703,,,AD
Battle of Speyerbach,1703,,,AD
Deerfield massacre,1704,1704,,AD
Battle of Schellenberg,1704,1704,,AD
Battle of Jēkabpils,1704,1704,,AD
Capture of Gibraltar,1704,,,AD
Battle of Poznań,1704,1704,,AD
Battle of Narva,1704,,,AD
Battle of Blenheim,1704,1704,,AD
Battle of Malaga,1704,1704,,AD
Battle of Punitz,1704,1704,,AD
Battle Of Chamkaur,1704,1704,,AD
Battle of Muktsar,1705,1705,,AD
Siege of St. John's,1705,,,AD
Battle of Gemauerthof,1705,1705,,AD
Battle of Elixheim,1705,1705,,AD
Battle of Warsaw,1705,,,AD
Battle of Cassano,1705,1705,,AD
Siege of Barcelona,1705,,,AD
Battle of Saint Gotthard,1705,1705,,AD
Battle of Grodno,1706,1706,,AD
Battle of Fraustadt,1706,,,AD
Battle of Cabrita point,1706,,,AD
Siege of Barcelona,1706,,,AD
Battle of Calcinato,1706,1706,,AD
Battle of Turin,1706,1706,,AD
Battle of Ramillies,1706,1706,,AD
Battle of Castiglione,1706,,,AD
Battle of Kalisz,1706,1706,,AD
Charles XII invasion of Russia,1707,1709,,AD
Battle of Almansa,1707,1707,,AD
Battle of Toulon,1707,1707,,AD
Action of 21 October 1707,1707,1707,,AD
Wager’s Action,1708,,,AD
Battle of Oudenarde,1708,1708,,AD
Battle of Holowczyn,1708,1708,,AD
Battle of Trenčín,1708,1708,,AD
Siege of Lille,1708,1708,,AD
Battle of Malatitze,1708,1708,,AD
Capture of Minorca,1708,,,AD
Battle of Wijnendale,1708,,,AD
Battle of St. John's,1709,,,AD
Battle of São Salvador,1709,1709,,AD
Battle of Poltava,1709,1709,,AD
Surrender at Perevolochna,1709,1709,,AD
Battle of Malplaquet,1709,1709,18000,AD
Battle of Lesnaya,1709,1709,,AD
"Russo-Turkish War, 1710-1711",1710,,,AD
Battle of Helsingborg,1710,1710,,AD
Battle of Almenara,1710,1710,,AD
Battle of Rio de Janeiro,1710,,,AD
Battle of Saragossa,1710,1710,,AD
Action of 4 October 1710,1710,,,AD
Battle of Brihuega,1710,1710,,AD
Battle of Villaviciosa,1710,1710,,AD
Tuscarora War,1711,1715,,AD
Walker Expedition to Quebec,1711,,,AD
First Battle of Bloody Creek,1711,1711,,AD
Siege of Bouchain,1711,1711,,AD
Battle of Rio de Janeiro,1711,,,AD
Battle of Denain,1712,1712,,AD
Battle of Gadebusch,1712,1712,,AD
Skirmish at Bender,1713,1713,,AD
Siege of Barcelona,1713,1714,,AD
Battle of Pälkäne,1713,1713,,AD
Turkish-Venetian War,1714,1718,,AD
Battle of Storkyro,1714,1714,,AD
Battle of Gangut,1714,1714,,AD
Yamasee War,1715,1717,,AD
The Siege of Corinth,1715,1715,,AD
Battle of Stralsund,1715,1715,,AD
Battle of Preston,1715,1715,,AD
Battle of Sheriffmuir,1715,1715,,AD
Battle of Petrovaradin,1716,1718,,AD
Siege of little butte des mortes,1716,1716,,AD
Battle of Dynekilen,1716,1716,,AD
Action of 8 July 1716,1716,1716,,AD
Action of 12 June 1717,1717,1717,,AD
Battle of Matapan,1717,1717,,AD
War of the Quadruple Alliance,1718,1720,,AD
Battle of Cape Passaro,1718,1718,,AD
Battle of Milazzo,1718,1718,,AD
Austro-Turkish War of 1716–18,1719,1718,,AD
Capture of Vigo,1719,,,AD
Battle of Osel Island,1719,1719,,AD
Battle of Glen Shiel,1719,,,AD
Battle of Francavilla,1719,1719,,AD
Battle of Stäket,1719,1719,,AD
Battle of Cape St Vincent,1719,,,AD
Battle of Nassau,1720,1720,,AD
Battle of Grengam,1720,1720,,AD
Russo-Persian War,1722,1723,,AD
Battle of Gulnabad,1722,1722,,AD
Blockade of Porto Bello,1726,1728,,AD
Siege of Gibraltar,1727,1727,,AD
Battle of Palkhed,1728,,,AD
Battle of Damghan,1729,1729,,AD
War of the Polish Succession,1733,1738,,AD
Siege of Kehl,1733,1733,,AD
Siege of Danzig,1734,1734,,AD
Siege of Gaeta,1734,1734,,AD
Battle of Bitonto,1734,,,AD
Battle of San Pietro,1734,,,AD
Battle of Guastalla,1734,,,AD
"Russo-Turkish War, 1735-1739",1735,1739,,AD
Battle of Ackia,1736,1736,,AD
Battle of the Dindar River,1738,1738,,AD
War of Jenkins' Ear,1739,1748,,AD
Battle of Porto Bello,1739,1739,,AD
Battle of Karnal,1739,1739,,AD
Battle of Grocka,1739,,,AD
Battle of Stavuchany,1739,,,AD
War of the Austrian Succession,1740,1748,,AD
King George's War,1740,,,AD
Siege of Fort Mose,1740,,,AD
Trash999,1740,1740,,AD
Chickasaw Campaign of 1739,1740,1740,,AD
Action of 8 April 1740,1740,,,AD
Siege of St. Augustine,1740,1740,,AD
Russo-Swedish War,1741,,,AD
Battle of Cartagena de Indias,1741,1741,,AD
Battle of Mollwitz,1741,,,AD
Battle of Santiago de Cuba,1741,,,AD
Battle of Colachel,1741,1741,,AD
Battle of Villmanstrand,1741,1741,,AD
Battle of Gully Hole Creek,1742,,,AD
Invasion of Georgia,1742,,,AD
Siege of Prague,1742,,,AD
Battle of Chotusitz,1742,,,AD
Battle of Bloody Marsh,1742,1742,,AD
Battle of Campo Santo,1743,,,AD
Battle of Puerto Cabello,1743,,,AD
Battle of Dettingen,1743,1743,,AD
Planned French Invasion of Britain,1744,,,AD
Siege of Fort Anne,1744,,,AD
Battle of Toulon,1744,1744,,AD
Battle of Villafranca,1744,,,AD
Battle of Casteldelfino,1744,1744,,AD
Battle of Velletri,1744,1744,,AD
Battle of Madonna dell'Olmo,1744,,,AD
Siege of Carlisle,1745,,,AD
Siege of Louisbourg,1745,,,AD
Battle of Pfaffenhofen,1745,,,AD
Battle of Fontenoy,1745,1745,,AD
Battle of Hohenfriedberg,1745,1745,,AD
Battle of Melle,1745,,,AD
Fall of Ghent,1745,,,AD
Highbridge Skirmish,1745,1745,,AD
Battle of Prestonpans,1745,1745,,AD
Battle of Bassignano,1745,,,AD
Battle of Soor,1745,,,AD
Siege of Carlisle,1745,1745,,AD
Battle of Hennersdorf,1745,,,AD
Raid on Saratoga,1745,,,AD
Battle of Kesselsdorf,1745,,,AD
Clifton Moor Skirmish,1745,1745,,AD
Battle of Inverurie,1745,1745,,AD
Siege of Genoa,1746,,,AD
Battle of Falkirk,1746,1746,,AD
Siege of Brussels,1746,,,AD
Siege of Fort William,1746,1746,,AD
Battle of Culloden,1746,1746,,AD
Battle of Bonar Bridge,1746,1746,,AD
Battle of Piacenza,1746,,,AD
Battle of Rottofreddo,1746,,,AD
Battle of Madras,1746,,,AD
Raid on Lorient,1746,,,AD
Battle of Raucoux,1746,,,AD
Battle of Rocoux,1746,,,AD
Siege of Genoa,1747,,,AD
Voyage of the Glorioso,1747,,,AD
Battle of Grand Pre,1747,1747,,AD
First battle of Cape Finisterre,1747,1747,,AD
Battle of Lauffeld,1747,,,AD
Battle of Assietta,1747,1747,,AD
Siege of Bergen op Zoom,1747,1747,,AD
Second battle of Cape Finisterre,1747,1747,,AD
Battle of Santiago de Cuba,1748,,,AD
Battle of Havana,1748,1748,,AD
John Fries's Rebellion,1750,,,AD
Battle of Kathio,1750,1750,,AD
Battle of Arcot,1751,1751,,AD
Battle of Arnee,1751,,,AD
Battle of Chingleput,1752,1752,,AD
Raid on Pickawillany,1752,,,AD
Fort Presque Isle,1753,,,AD
French and Indian War,1754,1763,,AD
French and Indian Wars,1754,1763,,AD
Sixty Years' War,1754,,,AD
Battle of Jumonville Glen,1754,1754,,AD
Battle of the Great Meadows,1754,1754,,AD
Battle of Fort Beauséjour,1755,1755,,AD
Action of 8 June 1755,1755,,,AD
Braddock expedition,1755,1755,,AD
Battle of the Monongahela,1755,,800,AD
Battle of Petitcodiac,1755,,,AD
Battle of Lake George,1755,1755,,AD
Seven Years' War,1756,1763,,AD
Guaraní War,1756,1756,,AD
Siege of Minorca,1756,,,AD
Siege of Pirna,1756,,,AD
Battle of Fort Bull,1756,1756,,AD
Battle of Great Cacapon,1756,1756,,AD
Battle of Minorca,1756,1756,,AD
Battle of Fort Oswego,1756,1756,,AD
Kittanning Expedition,1756,1756,,AD
Battle of Lobositz,1756,,,AD
Battle of Khresili,1757,,,AD
Battle of Chandannagar,1757,,,AD
Invasion of Hanover,1757,1757,,AD
Battle on Snowshoes,1757,,,AD
The battle of Bobbili,1757,,,AD
Louisbourg Expedition,1757,1757,,AD
Battle of Reichenberg,1757,,,AD
Siege of Prague,1757,,,AD
Battle of Prague,1757,,,AD
Battle of Kolin,1757,,,AD
Battle of Plassey,1757,1757,,AD
Battle of Hastenbeck,1757,1757,,AD
Battle of Sabbath Day Point,1757,1757,,AD
Battle of Fort William Henry,1757,1757,,AD
Battle of Gross-Jägersdorf,1757,,,AD
Raid on Rochefort,1757,,,AD
Battle of Moys,1757,,,AD
Battle of Rossbach,1757,,,AD
Attack on German Flatts,1757,1757,,AD
Battle of Breslau,1757,,,AD
Battle of Leuthen,1757,,,AD
Second Battle of Bloody Creek,1757,1757,,AD
Anglo-Cherokee War,1758,1761,,AD
Battle of Crown Point,1758,,,AD
Capture of Senegal,1758,,,AD
Siege of Olomouc,1758,,,AD
Battle of Cartagena,1758,,,AD
Battle on Snowshoes,1758,,,AD
Battle of Cuddalore,1758,1758,,AD
Raid on St Malo,1758,,,AD
Siege of Louisbourg,1758,1758,517,AD
Battle of Rheinberg,1758,,,AD
Battle of Krefeld,1758,1758,,AD
Battle of Domstadtl,1758,,,AD
Battle of Bernetz Brook,1758,1758,,AD
Battle of Carillon,1758,1758,,AD
Raid on Cherbourg,1758,,,AD
Battle of Zorndorf,1758,,,AD
Battle of Fort Frontenac,1758,,,AD
Battle of Saint Cast,1758,1758,,AD
Battle of Fort Duquesne,1758,1758,,AD
Battle of Tornow,1758,1758,,AD
Battle of Lutterberg,1758,,,AD
Battle of Fort Ligonier,1758,1758,,AD
Battle of Hochkirch,1758,,17300,AD
Siege of Madras,1758,,,AD
Battle of Condore,1758,,,AD
Planned French Invasion of Britain,1759,,,AD
British expedition against Guadeloupe,1759,,,AD
Invasion of Martinique,1759,,,AD
Battle of Brunswick,1759,,,AD
Battle of Bergen,1759,1759,,AD
Battle of Ticonderoga,1759,1759,,AD
Raid on Le Havre,1759,,,AD
Battle of Fort Niagara,1759,1759,,AD
Battle of Kay,1759,,,AD
Battle of La Belle-Famille,1759,1759,,AD
Battle of Beauport,1759,1759,,AD
Battle of Minden,1759,,,AD
Battle of Kunersdorf,1759,1759,,AD
Battle of Lagos,1759,1759,,AD
Battle of Hoyerswerda,1759,1759,,AD
Battle of Frisches Haff,1759,1759,,AD
Battle of the Plains of Abraham,1759,1759,,AD
Battle of Quiberon Bay,1759,1759,,AD
Battle of Maxen,1759,,,AD
Battle of Bedara,1759,,,AD
Battle of Chinsurah,1759,,,AD
Battle of Meissen,1759,,,AD
Fort Venango,1760,,,AD
Siege of Pondicherry,1760,1761,,AD
Siege of Glatz,1760,,,AD
Battle of Wandiwash,1760,1760,,AD
Battle of Carrickfergus,1760,,,AD
Battle of Sainte-Foy,1760,1760,,AD
Battle of Landshut,1760,,,AD
Tacky's War,1760,,,AD
Siege of Dresden,1760,,,AD
Battle of Restigouche,1760,1760,,AD
Battle of Corbach,1760,1760,,AD
Battle of Emsdorf,1760,1760,,AD
Battle of Warburg,1760,1760,,AD
Battle of Liegnitz,1760,,,AD
Battle of the Thousand Islands,1760,,,AD
Battle of Kloster Kampen,1760,1760,,AD
Battle of Torgau,1760,,,AD
Capture of Belle Île,1761,,,AD
Third battle of Panipat,1761,1761,,AD
British expedition against Dominica,1761,,,AD
Battle of Villinghausen,1761,1761,,AD
Siege of Kolberg,1761,,,AD
British expedition against Martinique,1761,,,AD
Spanish invasion of Portugal,1762,1762,,AD
Battle of Havana,1762,1762,,AD
Battle of Wilhelmstahl,1762,,,AD
Battle of Burkersdorf,1762,,,AD
Battle of Lutterberg,1762,1762,,AD
Siege of Almeida,1762,,,AD
Battle of Signal Hill,1762,1762,,AD
Battle of Manila,1762,1762,,AD
Siege of Cassel,1762,1762,,AD
Battle of Freiberg,1762,,,AD
Pontiac's Rebellion,1763,1766,,AD
Russian–Circassian War,1763,1764,,AD
Siege of Fort Detroit,1763,1763,,AD
Siege of Fort Pitt,1763,1763,,AD
Battle of Bloody Run,1763,1763,,AD
Battle of Bushy Run,1763,1763,,AD
Battle of Devil's Hole Road,1763,1763,,AD
Battle of Atakpamé,1764,1764,,AD
Battle of Buxar,1764,1764,,AD
Larache expedition,1765,1765,,AD
"Russo-Turkish War, 1768-1774",1768,1774,,AD
Battle of Kagul,1768,,,AD
Koliyivschyna,1768,1769,,AD
Battle of Vromopigada,1770,1770,,AD
Siege of Kastania,1770,1770,,AD
Battle of Aspindza,1770,,,AD
Battle of Chesma,1770,1770,,AD
Battle of Larga,1770,,,AD
Battle of Lanckorona,1771,1771,,AD
Dunmore's War,1773,1774,,AD
Boston campaign,1774,1776,,AD
Battle of Kazan,1774,1774,,AD
Powder Alarm,1774,1774,,AD
Battle of Point Pleasant,1774,1774,,AD
Treaty of Alliance,1775,1783,,AD
Invasion of Canada,1775,1776,,AD
Naval operations in the American Revolutionary War,1775,1783,,AD
Western theater of the American Revolutionary War,1775,1782,,AD
Southern theater of the American Revolutionary War,1775,1782,,AD
American Revolutionary War,1775,1783,,AD
Siege of Boston,1775,1776,,AD
Battles of Lexington and Concord,1775,1775,,AD
Capture of Fort Ticonderoga,1775,1775,,AD
Battle of Crown Point,1775,1775,,AD
Battle of Chelsea Creek,1775,1775,,AD
Battle of Machias,1775,1775,,AD
Battle of Bunker Hill,1775,1775,,AD
Battle of Gloucester,1775,1775,,AD
Battle of Fort St. Jean,1775,1775,,AD
Battle of Longue-Pointe,1775,1775,,AD
Burning of Falmouth,1775,1775,,AD
Battle of Kemp's Landing,1775,1775,,AD
Battle of Great Bridge,1775,1775,,AD
Battle of Quebec,1775,1775,,AD
Chickamauga wars,1776,1794,,AD
Battle of Maonda and Mandholi,1776,,,AD
Burning of Norfolk,1776,1776,,AD
Battle of Moore's Creek Bridge NC,1776,1776,,AD
Battle of the Rice Boats,1776,1776,,AD
Battle of Nassau,1776,1776,,AD
Fortification of Dorchester Heights,1776,1776,,AD
Battle of Saint-Pierre,1776,1776,,AD
Action of 6 April 1776,1776,,,AD
Battle of the Cedars,1776,1776,,AD
Battle of Vaudreuil,1776,1776,,AD
Battle of Trois-Rivières,1776,1776,,AD
Battle of Sullivan's Island,1776,1776,,AD
First Battle of Terrenate,1776,1776,,AD
New York and New Jersey campaign,1776,1777,,AD
Battle of Long Island,1776,1776,,AD
Landing at Kip's Bay,1776,1776,,AD
Battle of Harlem Heights,1776,1776,,AD
Battle of Valcour Island,1776,1776,,AD
Battle of Pell's Point,1776,1776,,AD
Battle of White Plains,1776,1776,,AD
Battle of Fort Cumberland,1776,1776,,AD
Battle of Fort Washington,1776,1776,,AD
Battle of Fort Lee,1776,1776,,AD
Ambush of Geary,1776,,,AD
Battle of Iron Works Hill,1776,1776,,AD
Battle of Trenton,1776,1776,,AD
Philadelphia campaign,1777,1778,,AD
Forage War,1777,1777,,AD
Second Battle of Trenton,1777,1777,,AD
Battle of Princeton,1777,1777,,AD
Battle of Millstone,1777,1777,,AD
Battle of Bound Brook,1777,1777,,AD
Battle of Ridgefield,1777,1777,,AD
Battle of Thomas Creek,1777,1777,,AD
Meigs Raid,1777,,,AD
Saratoga campaign,1777,1777,,AD
Battle of Short Hills,1777,1777,,AD
Battle of Ticonderoga,1777,1777,,AD
Battle of Hubbardton,1777,1777,,AD
Battle of Fort Ann,1777,1777,,AD
Siege of Fort Stanwix,1777,1777,,AD
Battle of Oriskany,1777,1777,,AD
Battle of Bennington,1777,1777,,AD
Battle of Staten Island,1777,1777,,AD
Battle of Cooche's Bridge,1777,1777,,AD
Battle of Brandywine,1777,1777,,AD
Battle of the Clouds,1777,1777,,AD
Battle of Saratoga,1777,1777,,AD
Battle of Freeman's Farm,1777,1777,,AD
Paoli massacre,1777,1777,,AD
Battle of Germantown,1777,1777,,AD
Battle of Forts Clinton and Montgomery,1777,1777,,AD
Battle of Bemis Heights,1777,1777,,AD
Battle of Red Bank,1777,1777,,AD
Second Battle of Gloucester,1777,1777,,AD
Battle of White Marsh,1777,1777,,AD
Battle of Matson's Ford,1777,1777,,AD
War of Bavarian Succession,1778,1779,,AD
Northern theater of the American Revolutionary War after Saratoga,1778,1782,,AD
"Pillaging of Lord Selkirk's house, Kirkudbright 1778",1778,,,AD
"Burning of shipping in Whitehaven, April 1778",1778,,,AD
Blockade of Dutch Ports,1778,,,AD
Battle of Quinton's Bridge,1778,1778,,AD
Frederica Naval Action,1778,1778,,AD
North Channel naval duel,1778,1778,,AD
Battle of Crooked Billet,1778,1778,,AD
Battle of Barren Hill,1778,1778,,AD
Battle of Freetown,1778,1778,,AD
Battle of Cobleskill,1778,1778,,AD
Battle of Monmouth,1778,1778,,AD
Battle of Alligator Bridge,1778,1778,,AD
Battle of Vincennes,1778,1779,,AD
Big Runaway,1778,1778,,AD
Wyoming Valley massacre,1778,1778,,AD
Battle of Ushant,1778,1778,,AD
Siege of Pondicherry,1778,1778,,AD
Battle of Rhode Island,1778,1778,,AD
Invasion of Dominica,1778,,,AD
Siege of Boonesborough,1778,1778,,AD
Attack on German Flatts,1778,1778,,AD
Baylor Massacre,1778,1778,,AD
Little Egg Harbor massacre,1778,1778,,AD
Battle of Chestnut Neck,1778,1778,,AD
Carleton's Raid,1778,1778,,AD
Cherry Valley massacre,1778,1778,,AD
Battle of St. Lucia,1778,1778,,AD
Capture of Savannah,1778,1778,,AD
Battle of Beaufort,1779,1779,,AD
Battle of Kettle Creek,1779,1779,,AD
Battle of Kealakekua Bay,1779,1779,,AD
Battle of Brier Creek,1779,1779,,AD
Spain in the American Revolutionary War,1779,1783,,AD
Armada of 1779,1779,1779,,AD
Battle of Stono Ferry,1779,1779,,AD
Great Siege of Gibraltar,1779,1783,,AD
Battle of Grenada,1779,1779,,AD
Battle of Stony Point,1779,1779,,AD
Battle of Minisink,1779,1779,,AD
Penobscot Expedition,1779,1779,,AD
Battle of Paulus Hook,1779,1779,,AD
Battle of Newtown,1779,1779,,AD
Capture of Fort Bute,1779,1779,,AD
Battle of Lake Pontchartrain,1779,,,AD
Boyd and Parker ambush,1779,,,AD
Action of 14 September 1779,1779,1779,,AD
Siege of Savannah,1779,1779,,AD
Battle of Baton Rouge,1779,1779,,AD
Battle of Flamborough Head,1779,1779,,AD
Battle of San Fernando de Omoa,1779,1775,,AD
First Battle of Tucson,1779,1779,,AD
Combat de la Martinique,1779,1779,,AD
Second Anglo-Mysore War,1780,1784,,AD
Ottoman Invasion of Mani,1780,1780,,AD
Oconee War,1780,,,AD
Action of 8 January 1780,1780,,,AD
Battle of Cape St. Vincent,1780,1780,,AD
Battle of Young's House,1780,1780,,AD
Battle of Fort Charlotte,1780,1780,,AD
Siege of Charleston,1780,1780,,AD
Battle of Monck's Corner,1780,1780,,AD
Battle of Martinique,1780,1780,,AD
Battle of Lenud's Ferry,1780,1780,,AD
Bird's invasion of Kentucky,1780,1780,,AD
Battle of Saint Louis,1780,,,AD
Waxhaw massacre,1780,1780,,AD
Battle of Connecticut Farms,1780,1780,,AD
Battle of Mobley's Meeting House,1780,1780,,AD
Battle of Ramsour's Mill,1780,1780,,AD
Battle of Springfield,1780,1780,,AD
Huck’s Defeat,1780,1780,,AD
Battle of Colson's Mill,1780,1780,,AD
Battle of Hanging Rock,1780,1780,,AD
Action of 9 August 1780,1780,1780,,AD
Battle of Camden,1780,1780,,AD
Battle of Fishing Creek,1780,1780,,AD
Battle of Musgrove Mill,1780,1780,,AD
Battle of Pollilur,1780,1780,,AD
Battle of Black Mingo,1780,1780,,AD
Battle of Wahab's Plantation,1780,1780,,AD
Battle of Charlotte,1780,1780,,AD
Battle of Kings Mountain,1780,1780,,AD
Royalton Raid,1780,1780,,AD
Battle of Klock's Field,1780,1780,,AD
Battle of Fishdam Ford,1780,1780,,AD
